candidate_formula,prototype_id,substitution,w_letter,group_size,max_mismatch,status,generated_cif,n_neighbor_checks
Cr5Ge4,mp-1198083,Gd->Cr,d,24,0.2326438848003924,rejected_radiusmatch_high,,144
Mn5FeGe3,mp-623463,Tb->Fe,c,36,0.21541795161510172,rejected_radiusmatch_high,,232
Mn5CoGe3,mp-623463,Tb->Co,c,36,0.23879137376154588,rejected_radiusmatch_high,,232
Mn5NiGe3,mp-623463,Tb->Ni,c,36,0.23879137376154588,rejected_radiusmatch_high,,232
Mn5CrGe3,mp-623463,Tb->Cr,c,36,0.21541795161510172,rejected_radiusmatch_high,,232
Fe3Ge5,mp-1182832,Eu->Fe,e,4,2.125087391607527,rejected_radiusmatch_high,,40
Co3Ge5,mp-1182832,Eu->Co,e,4,2.185185226061518,rejected_radiusmatch_high,,40
Ni3Ge5,mp-1182832,Eu->Ni,e,4,2.185185226061518,rejected_radiusmatch_high,,40
Mn3Ge5,mp-1182832,Eu->Mn,e,4,2.125087391607527,rejected_radiusmatch_high,,40
Cr3Ge5,mp-1182832,Eu->Cr,e,4,2.125087391607527,rejected_radiusmatch_high,,40
Ga9Fe5,mp-1193741,Eu->Fe,f,24,0.26438476591617643,rejected_radiusmatch_high,,156
Ga9Co5,mp-1193741,Eu->Co,f,24,0.2882410822542174,rejected_radiusmatch_high,,156
Ga9Ni5,mp-1193741,Eu->Ni,f,24,0.2882410822542174,rejected_radiusmatch_high,,156
Mn5Ga9,mp-1193741,Eu->Mn,f,24,0.26438476591617643,rejected_radiusmatch_high,,156
Cr5Ga9,mp-1193741,Eu->Cr,f,24,0.26438476591617643,rejected_radiusmatch_high,,156
Li6Fe5Sn9,mp-1196198,Eu->Fe,c,8,0.3182230563152247,rejected_radiusmatch_high,,78
Li6Co5Sn9,mp-1196198,Eu->Co,c,8,0.341762753749425,rejected_radiusmatch_high,,78
Li6Ni5Sn9,mp-1196198,Eu->Ni,c,8,0.341762753749425,rejected_radiusmatch_high,,78
Li6Mn5Sn9,mp-1196198,Eu->Mn,c,8,0.3182230563152247,rejected_radiusmatch_high,,78
Li6Cr5Sn9,mp-1196198,Eu->Cr,c,8,0.3182230563152247,rejected_radiusmatch_high,,78
